Amount,Payer,Payer country,Beneficiary,Beneficiary country,Date,Purpose,,,
405000,LCM ALLIANCE LLP,GB,AO ARCELORMITTAL TEMIRTAU,KZ,06/02/2013,1302065025035876 CONTRACT.NO TCC639 DD 23.12.2011 FO R C ONSTRUCTION MATERIALS (METAL),,,
405000,DELFRONT IMPORT LLP,GB,LCM ALLIANCE LLP,GB,21/02/2013,1302215075558821 INVOICE.No 0201 DD 16.01.2013,,,
405000,BONWILL PROJECTS LLP,GB,LCM ALLIANCE LLP,GB,05/03/2013,1303055071461808 PROFORMA INVOICE N MK292-13 DD 01 MARCH 2013,,,
405000,LCM ALLIANCE LLP,GB,POLAT YOL YAPI SANAYI VE TICARET,TR,04/04/2013,1304045027860846 CONTRACT.NO 10360105 DD 20.02.2013 FOR CONSTRUCTION MATERIAL,,,
405000,METASTAR INVEST LLP,GB,METASTAR INVEST LLP,GB,26/07/2013,1307255102042248 REPLENISHMENT OF OWN ACCOUNT,,,
405000,HILUX SERVICES LP,GB,JSC CHMK,RU,28/03/2014,1403285025107287 PAYMENT TO THE CONTRACT N.10009272,,,
404649,METASTAR INVEST LLP,GB,LONGVALE ORGANIZATION CORP,PA,21/09/2012,INVOICE 20 DD 19.06.2012,,,
403693,POLUX MANAGEMENT LP,GB,UPFIELD EXPRESS INC,VG,31/10/2013,1310315030479087 PAYMENT TO THE CONTRACT N 5 DD. 07.06.2 013 FOR CONSTRUCTION MATERIALS.,,,
403000,LCM ALLIANCE LLP,GB,BONINVEST LLP,GB,14/11/2012,1211145026250390 INVOICE.No 6793 DD 13.11.2012,,,
402861,HILUX SERVICES LP,GB,UPFIELD EXPRESS INC,VG,28/08/2014,1408285032073109 PAYMENT TO THE CONTRACT N 5 DD. 07.06.2 013 FOR CONSTRUCTION MATERIALS.,,,
401952,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,09/01/2014,"1401095106930712 CONTRACT N01 29.05.2013 /FEE/USD48,5",,,
401600,BERTEX SYSTEM LTD,UNKNOWN,LCM ALLIANCE LLP,GB,08/04/2013,1304085100853148 FOR CONSTRUCTION EQUIPMENT BY INV AL201 2/008 DD 18/02/2013,,,
401400,HILUX SERVICES LP,GB,SYSCON FZE,AE,24/04/2014,1404245022169387 PAYMENT TO THE INVOICE N. SO/2014/1 475 DD. 23.04.2014 FOR EQUIPMENT.,,,
401230,LAMIRA TRADE INC.,PA,LCM ALLIANCE LLP,GB,06/12/2012,1212055103049821 PAYMENT FOR CONSTRUCTION MATERIALS INV 389013-12 DD 05/12/2012,,,
401000,HILUX SERVICES LP,GB,ADOPEN PLASTIK VE INSAAT SAN.A.S,TR,25/09/2014,1409255026536643 PAYMENT TO THE INVOICE N.741 DD.25. 09. 2014,,,
400800,DOCKWOOD ALLIANCE LLP,GB,LCM ALLIANCE LLP,GB,16/04/2013,"1304165074623497 FOR CONSTRUCTION MATERIAL AND EQUIPMENT , INV 33 DD 13.04.2013",,,
400740,RADIX TANKER TRADING INC,UNKNOWN,LCM ALLIANCE LLP,GB,11/02/2013,1302115102602222 PMT AS PER AGREEMENT,,,
400060,MOBILA LLP,GB,METASTAR INVEST LLP,GB,08/08/2012,1208085026612565 INVOICE.No 69 DD 13.07.2012,,,
400000,LCM ALLIANCE LLP,GB,JSC SEVERSTAL,RU,16/08/2012,1208165020640402 CONTRACT.NO 031/00186217-10138 D.D. 14. 02.2011 FOR METAL,,,
400000,LCM ALLIANCE LLP,GB,MOYA ENGINEERING LLP,GB,21/08/2012,1208215025424422 INVOICE.No 5605 DD 02.08.2012,,,
400000,BENTCARD IMPORT LLP,GB,LCM ALLIANCE LLP,GB,21/08/2012,1208215024963514 Invoice 31 dd 10.08.12,,,
400000,LCM ALLIANCE LLP,GB,ALFIDA INTERNATIONAL GENERAL,AE,24/08/2012,1208245020071598 INVOICE.NO 6890 DD 02.08.2012 FOR C ONS TRUCTION EQUIPMENT,,,
400000,LCM ALLIANCE LLP,GB,LOTA SALES LLP,GB,24/08/2012,1208245021811610 INVOICE.No 6998 DD 01.08.2012,,,
400000,METASTAR INVEST LLP,GB,LTD RUSTAVI STEEL,GE,24/08/2012,1208245027630714 INVOICE 01 DD 08.08.2012 FOR METAL,,,
400000,METASTAR INVEST LLP,GB,LABWOOD LTD,IE,27/08/2012,1208275022984788 INVOICE 49 DD 20/08/2012,,,
400000,METASTAR INVEST LLP,GB,MUROVA SYSTEMS LLP,GB,27/08/2012,1208275026951364 INVOICE 03 DD 17.07.2012,,,
400000,LCM ALLIANCE LLP,GB,"KAI CHENG TRADING CO.,LTD",CN,30/08/2012,1208305027130111 CONTRACT.NO 0500-12 DD 01.08.2012 F OR CONSTRUCTION MATERIALS,,,
400000,LCM ALLIANCE LLP,GB,LOTA SALES LLP,GB,31/08/2012,1208315026309599 INVOICE.No 6998 DD 01.08.2012,,,
400000,LCM ALLIANCE LLP,GB,"KAI CHENG TRADING CO.,LTD",CN,21/09/2012,1209215025644776 CONTRACT.NO 0500-12 DD 01.08.2012 F OR CONSTRUCTION MATERIALS,,,
400000,METASTAR INVEST LLP,GB,LOTA SALES LLP,GB,01/10/2012,1210015024466121 DOGOVOR ZAYMA,,,
400000,LCM ALLIANCE LLP,GB,BONINVEST LLP,GB,04/10/2012,1210045027112855 INVOICE.No 129 DD 03.10.2012,,,
400000,GOKNUR BAKI LTD MMC,AZ,LCM ALLIANCE LLP,GB,17/10/2012,1210175107242414 /RFB/188299 CON GN 1000 03 11 DD 28.03. 11 AND INV GN 30 DD 24.09.2012 PREPAYMENT FOR PRODUCTION OF CABLE,,,
400000,LOTA SALES LLP,GB,LCM ALLIANCE LLP,GB,17/10/2012,1210175023645882 INVOICE No 05/4-5834 DD 28.09.12,,,
400000,LCM ALLIANCE LLP,GB,"KAI CHENG TRADING CO.,LTD",CN,22/10/2012,1210225022442346 CONTRACT.NO 0500-12 DD 01.08.2012 F OR CONSTRUCTION MATERIALS,,,
400000,LOTA SALES LLP,GB,LCM ALLIANCE LLP,GB,29/10/2012,1210295023580351 INVOICE No 02/4537 DD 10.10.12,,,
400000,LCM ALLIANCE LLP,GB,VOLGAMETKOM LLC,RU,19/11/2012,1211195028371204 CONTRACT NO P 42/12 DD 11.05.2012 F OR METAL,,,
400000,LCM ALLIANCE LLP,GB,BONINVEST LLP,GB,28/11/2012,1211285023219787 INVOICE.No 6998 DD 21.11.2012,,,
400000,LCM ALLIANCE LLP,GB,INTRAWAY ALLIANCE LLP,GB,30/11/2012,1211305027317283 INVOICE.No 69 DD 23.11.2012,,,
400000,DELLWOOD SALES LLP,GB,LCM ALLIANCE LLP,GB,12/12/2012,1212125026021922 INV 12 DD 25.10.2012,,,
400000,LCM ALLIANCE LLP,GB,CARET IMPEX LTD,UNKNOWN,13/12/2012,1212135024655720 INVOICE NO 54950 DD 12.12.2012 FOR CONS TRUCTION EQUIPMENT,,,
400000,LCM ALLIANCE LLP,GB,RIVERLANE LLP,GB,13/12/2012,1212135025542960 INVOICE.No 7969 DD 13.12.2012,,,
400000,DELLWOOD SALES LLP,GB,LCM ALLIANCE LLP,GB,13/12/2012,1212135027703168 INV 12 DD 25.10.2012,,,
400000,GOKNUR BAKI LTD,AZ,LCM ALLIANCE LLP,GB,22/12/2012,"1212215105610347 /RFB/121221LL006 PREPAYMENT ACC TO THE CONTR GN 1000 /03/11 DD 280311,ADDENDUM 8,9,INV GN/35 DD 071212",,,
400000,LCM ALLIANCE LLP,GB,BONINVEST LLP,GB,28/12/2012,1212285027763701 INVOICE.No 1989 DD 21.12.2012,,,
400000,BONINVEST LLP,GB,METASTAR INVEST LLP,GB,25/01/2013,1301255027620823 INVOICE.No 8989 DD 14.01.2013,,,
400000,LCM ALLIANCE LLP,GB,LOTA SALES LLP,GB,20/02/2013,1302205070783599 INVOICE.No 19984 DD 04.02.2013,,,
400000,LCM ALLIANCE LLP,GB,BENTCARD IMPORT LLP,GB,27/02/2013,1302275075294027 Invoice 38 dd 12.02.2013,,,
400000,METASTAR INVEST LLP,GB,LUXBORG L.P.,GB,28/02/2013,1302285078325103 invoice 01121 dd 20.11.2012,,,
400000,HEKTOR INVEST LIMITED,UNKNOWN,LCM ALLIANCE LLP,GB,04/03/2013,1303045072963982 payment for equipments cnt 017,,,
400000,LCM ALLIANCE LLP,GB,BENTCARD IMPORT LLP,GB,06/03/2013,1303065076745406 Invoice 65 dd 12.02.2013,,,
400000,LCM ALLIANCE LLP,GB,KG COMMERCE LLP,GB,12/03/2013,1303125076162852 OWN PAYMENT,,,
400000,LCM ALLIANCE LLP,GB,LOTA SALES LLP,GB,13/03/2013,1303135077036712 INVOICE.No 19993 DD 04.03.2013,,,
400000,MOLONEY TRADE LLP,GB,METASTAR INVEST LLP,GB,13/03/2013,1303135070998102 INVOICE DD 19.02.2013,,,
400000,STRAND HANDEL K/S,DK,LCM ALLIANCE LLP,GB,19/03/2013,1303195075912925 PMT BY CNTR 2012/6323 DD 11.03.2013 FOR BUILDING MATERIALS,,,
400000,METASTAR INVEST LLP,GB,LOTA SALES LLP,GB,28/03/2013,1303285071138639 DOGOVOR ZAYMA,,,
400000,METASTAR INVEST LLP,GB,MOLONEY TRADE LLP,GB,28/03/2013,1303285076508179 For & 1052;& 1045;& 1058;& 1040;L,,,
400000,SOLIDSTAR WORLDWIDE LLP,GB,METASTAR INVEST LLP,GB,28/03/2013,1303285074517883 INVOICE 152/7954-1 DD 10.01.2013,,,
400000,LCM ALLIANCE LLP,GB,DELFRONT IMPORT LLP,GB,05/04/2013,1304055076120616 INVOICE.No 09/2013 DD 20.03.2013,,,
400000,LCM ALLIANCE LLP,GB,STREAMTRADE INDUSTRIES LLP,GB,11/04/2013,1304115036439462 INVOICE.NO 6188 DD 04.04.2013 FOR C ONS TRUCTION MATERIALS,,,
400000,BONDWEST LLP,GB,LCM ALLIANCE LLP,GB,12/04/2013,1304125070641328 PAYMENT UNDER CONTRACT NUMBER 029/13LB DD ON 12 MARCH 2013,,,
400000,LCM ALLIANCE LLP,GB,GFG EXPORT LLP,GB,15/04/2013,1304155078093097 OWN PAYMENT,,,
400000,LCM ALLIANCE LLP,GB,HONG KONG YAHAO LIMITED,HK,15/04/2013,1304155026324965 CONTRACT.NO 1998 DD 08.10.2012 FOR EQUI PMENT,,,
400000,LCM ALLIANCE LLP,GB,PLEASANCE CORP,UNKNOWN,22/04/2013,1304225020622315 INVOICE.NO 9541 DD 15.04.2013,,,
400000,EVERMAIR PROJECTS LP,GB,LCM ALLIANCE LLP,GB,06/05/2013,1305065076149872 FOR CONSTRUCTION MATERIAL CNTR.5453 DD 27.03.2013,,,
400000,JETFIELD NETWORKS LIMITED,NZ,LCM ALLIANCE LLP,GB,07/05/2013,1305075071574766 INVOICE 000011/01 dd 02.05.2013,,,
400000,METASTAR INVEST LLP,GB,INFOCREST LLP,GB,09/05/2013,1305095070242082 INVOICE 57/85 DD 20.02.2013,,,
400000,MOLONEY TRADE LLP,GB,METASTAR INVEST LLP,GB,14/05/2013,1305145074892481 INVOICE 22 DD 05.05.2013,,,
400000,KG COMMERCE LLP,GB,LCM ALLIANCE LLP,GB,16/05/2013,1305165075953539 OWN PAYMENT,,,
400000,LCM ALLIANCE LLP,GB,PLEASANCE CORP,UNKNOWN,22/05/2013,1305225023500831 INVOICE.NO 9549 DD 15.05.2013,,,
400000,DELFRONT IMPORT LLP,GB,LCM ALLIANCE LLP,GB,29/05/2013,1305295075997036 Invoice No 201 DD 13.05.2013,,,
400000,POLUX MANAGEMENT LP,GB,UPFIELD EXPRESS INC,VG,10/06/2013,1306105034764107 PAYMENT TO THE CONTRACT N 5 DD. 07. 06. 2013 FOR CONSTRUCTION MATERIALS.,,,
400000,POLUX MANAGEMENT LP,GB,"STILL HAIR ACCESSORY CO.,LTD AIL",CN,14/06/2013,1306145021261765 PAYMENT TO THE CONTRACT N 005 DD.31 .05 .2013 FOR ACCESSORIES.,,,
400000,MONDOTECH LLP,GB,METASTAR INVEST LLP,GB,17/06/2013,1306175076182375 Pmt for inv w/n dd. 14.06.13,,,
400000,METASTAR INVEST LLP,GB,METASTAR INVEST LLP,GB,02/07/2013,1307015106040170 REPLENISHMENT OF OWN ACCOUNT,,,
400000,MOLONEY TRADE LLP,GB,METASTAR INVEST LLP,GB,11/07/2013,1307115076644519 INVOICE DD 08.07.2013,,,
400000,JETFIELD NETWORKS LIMITED,NZ,METASTAR INVEST LLP,GB,17/07/2013,1307175070775677 DOGOVOR ZAYMA,,,
400000,POLUX MANAGEMENT LP,GB,CITYPORT CONTRACTS L.P.,GB,22/07/2013,1307225073216764 PAYMENT TO THE CONTRACT N 111 DD.11.06. 2013,,,
400000,POLUX MANAGEMENT LP,GB,"STILL HAIR ACCESSORY CO.,LTD AIL",CN,22/07/2013,1307225028217152 PAYMENT TO THE CONTRACT N 005 DD.31 .05 .2013 FOR ACCESSORIES.,,,
400000,POLUX MANAGEMENT LP,GB,UPFIELD EXPRESS INC,VG,19/08/2013,1308195036069138 PAYMENT TO THE CONTRACT N 5 DD. 07. 06. 2013 FOR CONSTRUCTION MATERIALS.,,,
400000,POLUX MANAGEMENT LP,GB,FABERLEX LP,GB,22/08/2013,1308225075303058 PAYMENT TO THE CONTRACT N 007 DD 07.06. 2013 FOR EQUIPMENT.,,,
400000,LUXBORG L. P.,GB,METASTAR INVEST LLP,GB,29/08/2013,1308295070759602 INVOICE DD 02.04.2013,,,
400000,POLUX MANAGEMENT LP,GB,UPFIELD EXPRESS INC,VG,19/09/2013,1309195031594576 PAYMENT TO THE CONTRACT N 5 DD. 07. 06. 2013 FOR CONSTRUCTION MATERIALS.,,,
400000,HILUX SERVICES LP,GB,DATEMILE ALLIANCE LLP,GB,14/11/2013,1311145076408294 PAYMENT TO THE CONTRACT N 55 DD 31.05.2 013 FOR EQUIPMENT.,,,
400000,POLUX MANAGEMENT LP,GB,DATEMILE ALLIANCE LLP,GB,21/11/2013,1311215075110082 PAYMENT TO THE CONTRACT N 10 DD.09.08.2 013,,,
400000,HILUX SERVICES LP,GB,RASMUS LP,GB,21/11/2013,1311215073351922 PAYMENT TO THE CONTRACT 001 DD 03.06.20 13 FOR EQUIPMENT.,,,
400000,HILUX SERVICES LP,GB,KG COMMERCE LLP,GB,17/12/2013,1312175070102092 PAYMENT TO THE CONTRACT N 333 DD.01.06. 2013,,,
400000,HILUX SERVICES LP,GB,RASMUS LP,GB,27/12/2013,1312275071642707 PAYMENT TO THE CONTRACT 001 DD 03.06.20 13 FOR EQUIPMENT.,,,
400000,HILUX SERVICES LP,GB,SANBERG EUROTRADE L.P.,GB,09/01/2014,1401095071615048 PAYMENT TO THE CONTRACT N.03 DD.10.12.2 013,,,
400000,HILUX SERVICES LP,GB,CANDY HOOVER EUROASIA,TR,13/01/2014,1401135026279714 PAYMENT TO THE CONTRACT N.266 DD. 1 6.1 1.2013,,,
400000,HILUX SERVICES LP,GB,CROSSPARK LINES LLP,GB,14/01/2014,1401145077823520 PAYMENT TO THE CONTRACT N 3201 DD.10.06 .2013 FOR EQUIPMENT.,,,
400000,HILUX SERVICES LP,GB,UPFIELD EXPRESS INC,VG,21/01/2014,1401215035130105 PAYMENT TO THE CONTRACT N 5 DD. 07. 06. 2013 FOR CONSTRUCTION MATERIALS.,,,
400000,HILUX SERVICES LP,GB,RASMUS LP,GB,07/03/2014,1403075074655814 PAYMENT TO THE CONTRACT 001 DD 03.06.20 13 FOR EQUIPMENT.,,,
400000,HILUX SERVICES LP,GB,GLOBECOM TRADE L.P.,GB,19/03/2014,1403195073755261 PAYMENT TO THE CONTRACT N 500 DD.16.06. 2013,,,
400000,HILUX SERVICES LP,GB,BONDWEST LLP,GB,28/03/2014,1403285071815703 PAYMENT TO THE CONTRACT N 28 DD.12.09.2 013,,,
400000,HILUX SERVICES LP,GB,AGRO-TECHNIC LLC,US,22/04/2014,1404225026465687 PAYMENT TO THE CONTRACT N.09/2013 F OR EQUIPMENT.,,,
400000,HILUX SERVICES LP,GB,UPFIELD EXPRESS INC,VG,06/05/2014,1405065034756794 PAYMENT TO THE CONTRACT N 5 DD. 07.06.2 013 FOR CONSTRUCTION MATERIALS.,,,
400000,HILUX SERVICES LP,GB,RASMUS LP,GB,14/05/2014,1405145077485430 PAYMENT TO THE CONTRACT 001 DD 03.06.20 13 FOR EQUIPMENT.,,,
400000,HILUX SERVICES LP,GB,CROSSPARK LINES LLP,GB,22/05/2014,1405225078272359 PAYMENT TO THE CONTRACT N. 081 DD. 20.1 2.2013,,,
400000,HILUX SERVICES LP,GB,DATEMILE ALLIANCE LLP,GB,27/06/2014,1406275074403069 PAYMENT TO THE CONTRACT N 55 DD 31.05.2 013 FOR EQUIPMENT.,,,
400000,HILUX SERVICES LP,GB,LGS COMMERCE LIMITED,NZ,08/07/2014,1407085071895668 PAYMENT TO THE CONTRACT N.22 DD.30.06.2 014,,,
400000,HILUX SERVICES LP,GB,GLOBECOM TRADE L.P.,GB,09/07/2014,1407095075764446 PAYMENT TO THE CONTRACT N 500 DD.16.06. 2013,,,
400000,HILUX SERVICES LP,GB,BONDWEST LLP,GB,04/08/2014,1408045076734092 PAYMENT TO THE CONTRACT N 28 DD.12.09.2 013,,,
400000,HILUX SERVICES LP,GB,KALESERAMIK CANAKKALE KALEBODUR SER,TR,19/08/2014,1408195021104763 PAYMENT FOR SANITARY WARE UNDER CON TRA CT N 221/3445 DD 30.05.2013,,,
400000,HILUX SERVICES LP,GB,BONDWEST LLP,GB,25/08/2014,1408255070062321 PAYMENT TO THE CONTRACT N 28 DD.12.09.2 013,,,
400000,HILUX SERVICES LP,GB,FABERLEX LP,GB,08/09/2014,1409085076345970 PAYMENT TO THE CONTRACT N 5 DD.02.12.20 13,,,
400000,HILUX SERVICES LP,GB,CROSSPARK LINES LLP,GB,10/09/2014,1409105077449794 PAYMENT TO THE CONTRACT N. 081 DD. 20.1 2.2013,,,
400000,HILUX SERVICES LP,GB,FABERLEX LP,GB,15/09/2014,1409155072497172 PAYMENT TO THE CONTRACT N 5 DD.02.12.20 13,,,
400000,HILUX SERVICES LP,GB,FABERLEX LP,GB,22/09/2014,1409225076127841 PAYMENT TO THE CONTRACT N 5 DD.02.12.20 13,,,
400000,HILUX SERVICES LP,GB,CROSSPARK LINES LLP,GB,23/09/2014,1409235070016537 PAYMENT TO THE CONTRACT N. 081 DD. 20.1 2.2013,,,
400000,HILUX SERVICES LP,GB,BRANDHOLD ALLIANCE LLP,GB,29/09/2014,1409295073579199 PAYMENT TO THE CONTRACT N.9 DD.12.09.20 14,,,
400000,HILUX SERVICES LP,GB,DATEMILE ALLIANCE LLP,GB,29/09/2014,1409295078067743 PAYMENT TO THE CONTRACT N 55 DD 31.05.2 013 FOR EQUIPMENT.,,,
400000,HILUX SERVICES LP,GB,CROSSPARK LINES LLP,GB,17/10/2014,1410175077385733 PAYMENT TO THE CONTRACT N. 081 DD. 20.1 2.2013,,,
400000,HILUX SERVICES LP,GB,OVERMOND LLP,GB,22/10/2014,1410225076614603 PAYMENT TO THE CONTRACT N.11/2 DD.21.08 .2014,,,
400000,SDT TRADE LLP,GB,HILUX SERVICES LP,GB,22/10/2014,1410225071971627 PAYMENT FOR BUILDING MATERIALS,,,
400000,HILUX SERVICES LP,GB,GLOBECOM TRADE L.P.,GB,24/10/2014,1410245073757157 PAYMENT TO THE CONTRACT N 500 DD.16.06. 2013 FOR MEDICINE,,,
400000,HILUX SERVICES LP,GB,REDPARK SALES CORP.,CA,27/10/2014,1410275074462455 PAYMENT TO THE CONTRACT N 302 DD.13.09. 2013,,,
400000,HILUX SERVICES LP,GB,REDPARK SALES CORP.,CA,04/11/2014,1411045071074928 PAYMENT TO THE CONTRACT N 302 DD.13.09. 2013 FOR EQUIPMENT,,,
400000,HILUX SERVICES LP,GB,RICHFIELD TRADING L.P.,GB,05/11/2014,1411055072347786 PAYMENT TO THE CONTRACT N.12/1 DD.29.06 .2014 FOR EQUIPMENT,,,
400000,HILUX SERVICES LP,GB,INFOCAR TRADE LLP,GB,06/11/2014,1411065077202424 PAYMENT TO THE CONTRACT N 56/01 DD.10.0 7.2014 FOR ELECTRONICS,,,
400000,HILUX SERVICES LP,GB,REDPARK SALES CORP.,CA,14/11/2014,1411145070121824 PAYMENT TO THE CONTRACT N 302 DD.13.09. 2013 FOR EQUIPMENT,,,
400000,HILUX SERVICES LP,GB,AVROMED COMPANY LLP,GB,03/12/2014,1412035074349664 PAYMENT TO THE CONTRACT N.05 DD.02.01.2 014 FOR MEDICINE,,,
400000,HILUX SERVICES LP,GB,JIHAI HOLDING GROUP CO LIMITED,CN,03/12/2014,1412035021858080 PAYMENT TO THE INVOICE N.771 DD.03. 12. 2014 FOR CONSTRUCTION MATERIALS,,,
400000,HILUX SERVICES LP,GB,ATROPATENA LTD,GB,08/12/2014,1412085031310638 PAYMENT TO THE CONTRACT N.HILUX 150 120 14 DD.15.01.2014 FOR FOOD,,,
400000,HILUX SERVICES LP,GB,RASMUS LP,GB,12/12/2014,1412125075567638 PAYMENT TO THE CONTRACT 001 DD 03.06.20 13 FOR EQUIPMENT.,,,
400000,HILUX SERVICES LP,GB,CROSSPARK LINES LLP,GB,15/12/2014,1412155076095247 PAYMENT TO THE CONTRACT N. 081 DD. 20.1 2.2013 FOR EQUIPMENT,,,
400000,HILUX SERVICES LP,GB,BONDWEST LLP,GB,16/12/2014,1412165072233109 PAYMENT TO THE CONTRACT N 28 DD.12.09.2 013,,,
400000,HILUX SERVICES LP,GB,BONDWEST LLP,GB,17/12/2014,1412175077401875 PAYMENT TO THE CONTRACT N 28 DD.12.09.2 013,,,
400000,HILUX SERVICES LP,GB,REDPARK SALES CORP.,CA,22/12/2014,1412225076218993 PAYMENT TO THE CONTRACT N 302 DD.13.09. 2013 FOR EQUIPMENT,,,
399965,PINGCHUAN TRADE CO LIMITED ADD:RM,HK,LCM ALLIANCE LLP,GB,27/03/2013,"1303275106882377 OSA PAYMENT PAYER IS OFFSHORE CUST REG: HKG PAYMENT FOR GOODS:CONSTRUCTION EQUIPMENT /FEE/USD1 0, /FEE/USD10, /FEE/USD15,00",,,
399952,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,04/08/2014,"1408045101468524 CONTRACT N01 29.05.2013 /FEE/USD48,5",,,
399913,LCM ALLIANCE LLP,GB,SMART TEAM GENERAL TRADING LLC,AE,22/02/2013,1302225021685781 CONTRACT.NO 987/2013 DD 14.01.2013 FOR EQUIPMENT,,,
399863,METASTAR INVEST LLP,GB,VELASCO INTERNATIONAL INC.,VG,24/09/2012,1209245022147122 INVOICE 9349 DD 10.09.2012,,,
399319,METASTAR INVEST LLP,GB,OOO TOSHIBA SI-AY-ES,RU,21/12/2012,1212215020642647 INVOICE SORPC01518 AND PART OF SORP C01 281 AZER NET,,,
399300,FABERLEX LP,GB,HILUX SERVICES LP,GB,12/11/2014,1411125075789282 GROUP PAYMENT,,,
399000,LCM ALLIANCE LLP,GB,TRIADA GENERAL TRADING LLC,AE,13/05/2013,1305135020064369 INVOICE.NO 12948 DD 13.05.2013 FOR EQUI PMENT,,,
398667,HILUX SERVICES LP,GB,BONDWEST LLP,GB,10/10/2014,1410105070957258 PAYMENT TO THE CONTRACT N 28 DD.12.09.2 013,,,
398527,HILUX SERVICES LP,GB,INTEGRATED SERVICES LIMITED,UNKNOWN,03/09/2014,1409035021530068 PAYMENT TO THE INVOICE N. SO/2014/2 660 27/08/14,,,
398424,LCM ALLIANCE LLP,GB,GFG EXPORT LLP,GB,05/04/2013,OWN PAYMENT,,,
398406,MONDOTECH LLP,GB,LCM ALLIANCE LLP,GB,04/06/2013,1306045075452264 Pmt for inv w/n dd. 03.06.13,,,
398296,HILUX SERVICES LP,GB,INTEGRATED SERVICES LIMITED,UNKNOWN,15/12/2014,1412155026001135 PAYMENT TO THE INVOICE N. SO/2014/3 786 DD 10.12.2014 FOR ELECTRICAL EQ UIPMENT,,,
397900,FABERLEX LP,GB,HILUX SERVICES LP,GB,06/03/2014,1403065071599624 PAYMENT TO THE CONTRACT N 439 DD.01.12. 2013,,,
397700,RICHBORO PROJECTS LLP,GB,LCM ALLIANCE LLP,GB,18/12/2012,1212185022855179 PAYMENT FOR CONSTRUCTION MATERIAL FOR I NV F-0165 DATED 06-12-2012,,,
397181,NOVAGLASS TRADING LTD,CY,LCM ALLIANCE LLP,GB,13/03/2013,1303135101904330 PAYMENT FOR CONSTRUCTION MATERIAL A ND EQUIPMENT INV 2137 DD 11/03/2013,,,
397100,TOO ARMAS GROUP,KZ,LCM ALLIANCE LLP,GB,19/02/2013,1302195106374781 /RFB/SWF OF 13/02/19PAYMENT FOR GOO DS UNDER CONTRACTNO.10/10-12 DD 10/ 10/12,,,
396832,HILUX SERVICES LP,GB,DATEMILE ALLIANCE LLP,GB,04/11/2014,1411045070355616 PAYMENT TO THE CONTRACT N 55 DD 31.05.2 013 FOR EQUIPMENT.,,,
396594,POLUX MANAGEMENT LP,GB,UPFIELD EXPRESS INC,VG,19/08/2013,1308195038263442 PAYMENT TO THE CONTRACT N 5 DD. 07.06.2 013 FOR CONSTRUCTION MATERIALS.,,,
396594,METASTAR INVEST LLP,GB,KG COMMERCE LLP,GB,29/08/2013,invoice 0103/2 dd 05.07.2013,,,
396594,POLUX MANAGEMENT LP,GB,UPFIELD EXPRESS INC,VG,29/08/2013,1308295036703510 PAYMENT TO THE CONTRACT N 5 DD. 07.06.2 013 FOR CONSTRUCTION MATERIALS.,,,
396531,METASTAR INVEST LLP,GB,MUROVA SYSTEMS LLP,GB,11/10/2012,INVOICE 04 DD 17.07.2012,,,
396301,POLUX MANAGEMENT LP,GB,UPFIELD EXPRESS INC,VG,19/09/2013,1309195036277424 PAYMENT TO THE CONTRACT N 5 DD. 07.06.2 013 FOR CONSTRUCTION MATERIALS.,,,
396222,LCM ALLIANCE LLP,GB,FINCROFT EXPRESS INC,PA,16/01/2013,1301165026962728 INVOICE.No 0459 DD 04.01.2013 FOR CONST RUCTION MATERIALS,,,
396222,METASTAR INVEST LLP,GB,15747,LI,25/01/2013,1301255024551399 AGENTSKOE SOGLOSHENIYE DD 07.01.201 3,,,
396000,GFG EXPORT LLP,GB,LCM ALLIANCE LLP,GB,18/03/2013,1303185076070259 OWN PAYMENT,,,
395980,DOCKWOOD ALLIANCE LLP,GB,LCM ALLIANCE LLP,GB,17/04/2013,"1304175075780529 FOR CONSTRUCTION MATERIAL AND EQUIPMENT , INV 35 DD 05.04.2013",,,
395510,JETFIELD NETWORKS LIMITED,NZ,LCM ALLIANCE LLP,GB,15/05/2013,INVOICE 120-3 DD 04.04.2013,,,
395510,METASTAR INVEST LLP,GB,LCM ALLIANCE LLP,GB,17/05/2013,INVOICE 549-3 DD 21.02.2013,,,
395510,METASTAR INVEST LLP,GB,LCM ALLIANCE LLP,GB,17/05/2013,INVOICE 549-3 DD 21.02.2013,,,
395000,LCM ALLIANCE LLP,GB,INFOCREST LLP,GB,21/05/2013,1305215074184225 INVOICE.No 0594 DD 15.05.2013,,,
395000,LCM ALLIANCE LLP,GB,KG COMMERCE LLP,GB,28/05/2013,1305285074069138 OWN PAYMENT,,,
393536,POLUX MANAGEMENT LP,GB,AVROMED COMPANY,UNKNOWN,10/10/2013,1310105036825841 PAYMENT TO THE CONTRACT N 998 DD.05 .08 .2013 FOR MEDICAL DEVICES.,,,
393525,METASTAR INVEST LLP,GB,LONGVALE ORGANIZATION CORP,PA,25/02/2013,INVOICE No 135084 DD 09.12.12,,,
393116,LCM ALLIANCE LLP,GB,BONINVEST LLP,GB,09/10/2012,INVOICE.No 987 DD 02.10.2012,,,
393062,LARKSTONE LIMITED,UNKNOWN,METASTAR INVEST LLP,GB,20/06/2013,DOGOVOR ZAYMA,,,
